KartAdı,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-kedi,1,239,28,44,48,54,59,86,91,97,102,109,115,117,124,128,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-Köpek,2,240,28,48,50,54,59,86,91,97,102,109,115,117,124,128,130,92,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-elma,3,164,1,3,22,23,24,30,70,76,84,88,98,99,111,121,132,344,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-ağaç,4,278,26,37,43,51,86,98,99,100,102,120,129,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-top,5,194,2,23,51,55,56,86,102,113,115,118,119,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-kitap,6,197,2,30,33,40,41,51,102,107,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-arı,7,250,19,34,35,36,48,53,56,59,93,95,109,115,130,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-armut,8,167,1,3,24,26,67,70,76,84,98,99,111,132,28,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-araba,9,196,22,30,32,34,43,51,63,85,97,102,115,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-kutu,10,199,2,30,32,33,51,102,113,114,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-anahtar,11,306,2,44,59,63,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-çorap,12,209,28,31,37,40,42,45,87,88,108,109,112,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-kuş,13,241,28,33,35,36,48,53,56,59,86,93,95,101,102,108,109,115,124,130,334,0,0,0,0,0,0,0,0,0,0
TK-yumurta,14,136,1,4,5,6,10,19,21,23,59,68,69,83,84,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-muz,15,165,1,3,19,28,67,68,70,76,84,88,99,111,132,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-fincan,16,327,2,22,30,32,59,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-bebek,17,195,2,28,31,48,102,108,109,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-merdiven,18,326,2,30,37,50,51,61,102,120,129,81,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-ayı,19,254,28,50,51,52,54,102,109,115,117,124,130,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-ördek,20,242,19,28,35,46,47,48,53,54,59,109,115,124,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-lamba,21,296,2,16,22,41,59,110,114,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-su,22,149,10,14,33,62,66,68,77,78,80,111,126,127,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-bezelye,23,190,1,5,23,25,26,59,82,83,111,133,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-şapka,24,210,23,33,42,88,108,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-tavşan,25,255,28,44,48,54,55,59,91,92,102,108,109,117,119,124,128,130,34,0,0,0,0,0,0,0,0,0,0,0,0
TK-pantolon,26,211,33,37,40,42,88,89,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-havuç,27,180,1,5,11,21,30,39,69,71,74,76,88,111,121,133,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-güneş,28,282,16,19,23,51,56,101,110,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-masa,29,300,2,32,50,51,61,102,30,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-yaprak,30,283,26,28,39,59,70,86,108,111,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-inek,31,243,4,45,51,54,102,109,115,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-süt,32,150,4,6,14,17,33,66,68,75,77,80,126,127,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-yatak,33,293,2,28,32,43,50,51,60,61,102,103,112,118,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-yıldız,34,286,19,56,101,110,122,123,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-tencere,35,314,2,16,22,23,41,63,65,105,107,114,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-yastık,36,294,2,28,29,40,60,103,112,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-kurbağa,37,256,26,46,48,53,55,59,102,108,109,115,119,128,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-ekmek,38,138,1,5,11,19,28,50,68,71,76,99,116,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-peynir,39,135,1,4,6,13,28,68,76,116,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-koltuk,40,297,2,28,31,32,43,51,60,102,104,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-mandal,41,323,2,22,59,113,114,125,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-tarak,42,232,2,29,30,113,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-kapı,43,298,2,33,41,51,61,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-ay,44,284,4,56,101,110,122,123,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-balık,45,146,29,34,46,47,48,53,58,59,96,108,109,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-çay,46,152,14,16,22,27,62,66,68,75,77,99,126,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-çekiç,47,325,2,19,30,44,57,63,106,114,115,81,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-çim,48,279,26,28,38,43,86,100,102,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-kuzu,49,247,4,28,48,54,102,109,115,117,124,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-sandalye,50,301,2,32,43,50,51,61,102,104,30,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-portakal,51,166,1,3,13,20,21,23,68,70,76,84,88,98,99,111,132,24,344,0,0,0,0,0,0,0,0,0,0,0,0
TK-davul,52,202,2,22,23,102,115,125,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tk-mısır,53,182,1,3,5,6,19,25,82,83,99,111,116,133,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-çiçek,54,280,28,29,59,81,86,98,99,100,102,108,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-telefon,55,324,2,30,31,41,59,62,63,108,110,114,115,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-kaşık,56,311,2,32,39,44,59,63,81,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-zeytin,57,137,1,6,20,23,26,59,68,70,116,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-maymun,58,248,48,49,50,54,57,93,102,109,115,117,128,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-şişe,59,315,2,4,32,37,41,51,62,107,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TK-uçurtma,60,204,2,22,33,35,36,56,86,95,101,102,108,118,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bal,61,134,1,3,19,21,62,66,67,68,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peynir,62,135,1,4,6,13,28,68,76,116,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yumurta,63,136,1,4,5,6,10,19,21,23,59,68,69,83,84,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeytin,64,137,1,6,20,23,26,59,68,70,116,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekmek,65,138,1,5,11,19,28,50,68,71,76,99,116,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tavuk,66,139,1,5,6,8,11,16,50,69,71,73,74,83,99,121,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pilav,67,140,1,4,5,6,7,16,25,83,99,116,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Köfte,68,141,1,5,6,8,11,16,23,50,69,71,72,73,74,76,83,99,116,344,0,0,0,0,0,0,0,0,0,0,0
Salata,69,142,1,6,9,20,26,73,66,83,111,116,118,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Makarna,70,143,1,5,6,7,10,16,19,73,83,99,116,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurabiye,71,144,1,3,5,6,16,23,45,50,67,99,111,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sosis,72,145,1,5,6,8,11,16,68,69,72,74,76,83,99,116,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balık,73,146,1,5,6,8,11,12,16,44,69,71,74,83,99,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Çorba,74,147,1,5,6,9,10,16,66,75,77,83,99,116,126,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pizza,75,148,1,5,6,13,16,23,71,76,99,111,116,118,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Su,76,149,10,14,33,62,66,68,77,78,80,111,126,127,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Süt,77,150,4,6,14,17,33,66,68,75,77,80,126,127,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meyve suyu,78,151,21,62,66,67,68,77,78,80,107,111,126,127,15,3,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Çay,79,152,14,16,22,27,62,66,68,75,77,99,126,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ayran,80,153,4,6,14,17,62,66,77,78,80,126,127,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
